sentence,intent
apply z score normalization to score,STANDARDIZE_COLUMN
gender fill missing with average,FILL_NA
make department a integer column,TYPE_CAST
fill na in city using median,FILL_NA
I need to transform department using label encoder,LABEL_ENCODE_COLUMN
please apply standard scaler to price,STANDARDIZE_COLUMN
kindly make dataset unique,REMOVE_DUPLICATES_ROWS
drop anomalous data points in score,REMOVE_OUTLIERS_COLUMN
apply standard scaler to income,STANDARDIZE_COLUMN
quantity standardization,STANDARDIZE_COLUMN
can you assign labels to department,LABEL_ENCODE_COLUMN
I need to make dataset unique,REMOVE_DUPLICATES_ROWS
normalize age,NORMALIZE_COLUMN
kindly perform normalization on price,NORMALIZE_COLUMN
score normalization,NORMALIZE_COLUMN
perform standard scaling on quantity,STANDARDIZE_COLUMN
please set category datatype as integer,TYPE_CAST
can you exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
I want to no duplicate rows,REMOVE_DUPLICATES_ROWS
I want to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
fill missing values in gender using average,FILL_NA
apply median imputation on city,FILL_NA
can you min max normalize experience,NORMALIZE_COLUMN
please standard scale price,STANDARDIZE_COLUMN
label encode city,LABEL_ENCODE_COLUMN
could you remove status attribute completely,DROP_COLUMN
could you remove row duplicates,REMOVE_DUPLICATES_ROWS
remove duplicate rows,REMOVE_DUPLICATES_ROWS
price normalization,NORMALIZE_COLUMN
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
make quantity between 0 and 1,NORMALIZE_COLUMN
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
kindly label encode category,LABEL_ENCODE_COLUMN
discard the category field,DROP_COLUMN
fix null values in gender with average,FILL_NA
help me to apply min max scaling to quantity,NORMALIZE_COLUMN
I want to turn department into float,TYPE_CAST
remove outliers in rating,REMOVE_OUTLIERS_COLUMN
drop country,DROP_COLUMN
change data type of status to int,TYPE_CAST
I need to make country a string column,TYPE_CAST
exclude abnormal salary values,REMOVE_OUTLIERS_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
could you apply standard scaler to age,STANDARDIZE_COLUMN
please status should be integer,TYPE_CAST
I want to standardize the values of income,STANDARDIZE_COLUMN
min max normalize quantity,NORMALIZE_COLUMN
could you make price between 0 and 1,NORMALIZE_COLUMN
get rid of outliers in quantity,REMOVE_OUTLIERS_COLUMN
help me to get rid of status,DROP_COLUMN
please remove row duplicates,REMOVE_DUPLICATES_ROWS
impute missing entries in status using most common value,FILL_NA
min max normalize experience,NORMALIZE_COLUMN
kindly convert category into numeric labels,LABEL_ENCODE_COLUMN
please cast country as string,TYPE_CAST
please perform standard scaling on quantity,STANDARDIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
can you perform normalization on age,NORMALIZE_COLUMN
omit city field,DROP_COLUMN
help me to rescale rating using min max normalization,NORMALIZE_COLUMN
gender encode,LABEL_ENCODE_COLUMN
fix NaN values in status with most common value,FILL_NA
can you country convert to string,TYPE_CAST
experience remove outliers,REMOVE_OUTLIERS_COLUMN
convert gender to string,TYPE_CAST
z score scale age,STANDARDIZE_COLUMN
encode categories in country as integers,LABEL_ENCODE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
perform normalization on income,NORMALIZE_COLUMN
I want to handle unknown values for country with mode,FILL_NA
gender label encoding,LABEL_ENCODE_COLUMN
could you deduplicate the dataset,REMOVE_DUPLICATES_ROWS
filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
"rescale rating to [0,1]",NORMALIZE_COLUMN
take out city,DROP_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
income standardization,STANDARDIZE_COLUMN
help me to clean duplicates,REMOVE_DUPLICATES_ROWS
remove row duplicates,REMOVE_DUPLICATES_ROWS
please apply mean imputation on category,FILL_NA
apply min max scaling to experience,NORMALIZE_COLUMN
apply z score normalization to experience,STANDARDIZE_COLUMN
help me to trim extreme observations in income,REMOVE_OUTLIERS_COLUMN
convert gender to string,TYPE_CAST
I need to substitute NaN values in city by mean,FILL_NA
update category type to string,TYPE_CAST
country convert to string,TYPE_CAST
drop column country,DROP_COLUMN
convert quantity to z scores,STANDARDIZE_COLUMN
turn city into int,TYPE_CAST
can you eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
I want to set gender datatype as string,TYPE_CAST
kindly filter extreme values from score,REMOVE_OUTLIERS_COLUMN
turn gender into int,TYPE_CAST
remove category attribute completely,DROP_COLUMN
category should be int,TYPE_CAST
could you get rid of country,DROP_COLUMN
please trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
typecast country into float,TYPE_CAST
label encode gender,LABEL_ENCODE_COLUMN
perform missing value imputation on city using mean,FILL_NA
discard the city field,DROP_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
delete department from the dataset,DROP_COLUMN
min max normalize salary,NORMALIZE_COLUMN
I need to income standardization,STANDARDIZE_COLUMN
could you set status datatype as float,TYPE_CAST
I want to transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
resolve undefined issue in city,FILL_NA
please turn city into string,TYPE_CAST
help me to replace blank data in gender with mean,FILL_NA
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
could you get rid of department,DROP_COLUMN
replace all NaN in city by mean,FILL_NA
turn country into string,TYPE_CAST
bring income to range 0 and 1,NORMALIZE_COLUMN
standardize score,STANDARDIZE_COLUMN
I want to eliminate column named country,DROP_COLUMN
help me to rescale age using min max normalization,NORMALIZE_COLUMN
can you encode category,LABEL_ENCODE_COLUMN
kindly convert status to numbers,LABEL_ENCODE_COLUMN
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
could you convert city to string,TYPE_CAST
min max normalize income,NORMALIZE_COLUMN
I want to map status categories to numbers,LABEL_ENCODE_COLUMN
apply feature scaling to rating,NORMALIZE_COLUMN
median imputation for gender,FILL_NA
I want to update department type to int,TYPE_CAST
can you min max normalize age,NORMALIZE_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
I need to change data type of city to integer,TYPE_CAST
encode status,LABEL_ENCODE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
perform standard scaling on salary,STANDARDIZE_COLUMN
help me to perform standard scaling on experience,STANDARDIZE_COLUMN
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
I need to encode categories in category as integers,LABEL_ENCODE_COLUMN
remove extreme rating values,REMOVE_OUTLIERS_COLUMN
perform standard scaling on rating,STANDARDIZE_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
I want to filter extreme values from price,REMOVE_OUTLIERS_COLUMN
standardize the values of score,STANDARDIZE_COLUMN
could you make quantity between 0 and 1,NORMALIZE_COLUMN
typecast city into float,TYPE_CAST
kindly substitute undefined values in city by median,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
typecast department into int,TYPE_CAST
could you apply z score normalization to experience,STANDARDIZE_COLUMN
convert gender to integer,TYPE_CAST
please make dataset unique,REMOVE_DUPLICATES_ROWS
can you remove extreme price values,REMOVE_OUTLIERS_COLUMN
can you convert country into numeric labels,LABEL_ENCODE_COLUMN
exclude city column,DROP_COLUMN
I want to discard the city field,DROP_COLUMN
please convert categorical values in category to labels,LABEL_ENCODE_COLUMN
kindly perform normalization on salary,NORMALIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
kindly clean outliers from age,REMOVE_OUTLIERS_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
remove row duplicates,REMOVE_DUPLICATES_ROWS
convert age to 0-1 range,NORMALIZE_COLUMN
fix null values in category with median,FILL_NA
clean duplicates,REMOVE_DUPLICATES_ROWS
gender encode,LABEL_ENCODE_COLUMN
I need to drop country,DROP_COLUMN
score remove outliers,REMOVE_OUTLIERS_COLUMN
I need to change data type of status to float,TYPE_CAST
encode status,LABEL_ENCODE_COLUMN
transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
perform missing value imputation on status using median,FILL_NA
kindly encode country,LABEL_ENCODE_COLUMN
kindly clean undefined data in gender using median,FILL_NA
drop extreme salary,REMOVE_OUTLIERS_COLUMN
I want to clean duplicates,REMOVE_DUPLICATES_ROWS
I want to set gender datatype as string,TYPE_CAST
set city datatype as int,TYPE_CAST
could you no duplicate rows,REMOVE_DUPLICATES_ROWS
can you department remove,DROP_COLUMN
can you drop category,DROP_COLUMN
please bring rating to range 0 and 1,NORMALIZE_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
exclude gender column,DROP_COLUMN
help me to remove the department feature,DROP_COLUMN
city should be string,TYPE_CAST
kindly department label encoding,LABEL_ENCODE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
could you map gender categories to numbers,LABEL_ENCODE_COLUMN
kindly replace empty data in country with most common value,FILL_NA
apply z score normalization to price,STANDARDIZE_COLUMN
typecast city into int,TYPE_CAST
help me to omit department field,DROP_COLUMN
apply most common value imputation on category,FILL_NA
make gender a int column,TYPE_CAST
convert status to string,TYPE_CAST
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
replace null data in status with median,FILL_NA
help me to quantity normalization,NORMALIZE_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
remove extreme price values,REMOVE_OUTLIERS_COLUMN
convert quantity to 0-1 range,NORMALIZE_COLUMN
department convert to float,TYPE_CAST
delete repeated records,REMOVE_DUPLICATES_ROWS
I want to substitute undefined values in category by average,FILL_NA
please transform department using label encoder,LABEL_ENCODE_COLUMN
convert city to numbers,LABEL_ENCODE_COLUMN
erase department,DROP_COLUMN
could you normalize price,NORMALIZE_COLUMN
delete department from the dataset,DROP_COLUMN
I want to resolve undefined issue in country,FILL_NA
substitute NaN values in status by most common value,FILL_NA
help me to substitute NaN values in category by most common value,FILL_NA
perform missing value imputation on department using median,FILL_NA
exclude abnormal price values,REMOVE_OUTLIERS_COLUMN
apply z score normalization to price,STANDARDIZE_COLUMN
normalize quantity,NORMALIZE_COLUMN
delete status from the dataset,DROP_COLUMN
impute unknown entries in gender using median,FILL_NA
I need to make status a float column,TYPE_CAST
could you apply mean imputation on status,FILL_NA
apply mean imputation on city,FILL_NA
convert quantity to 0-1 range,NORMALIZE_COLUMN
help me to apply feature scaling to income,NORMALIZE_COLUMN
I want to apply min max scaling to score,NORMALIZE_COLUMN
status should be int,TYPE_CAST
change department into int,TYPE_CAST
delete repeated records,REMOVE_DUPLICATES_ROWS
convert department to numbers,LABEL_ENCODE_COLUMN
label encode gender,LABEL_ENCODE_COLUMN
convert department into numeric labels,LABEL_ENCODE_COLUMN
turn gender into float,TYPE_CAST
encode status,LABEL_ENCODE_COLUMN
standardize age,STANDARDIZE_COLUMN
bring salary to range 0 and 1,NORMALIZE_COLUMN
standardize salary,STANDARDIZE_COLUMN
can you convert categorical values in country to labels,LABEL_ENCODE_COLUMN
make age between 0 and 1,NORMALIZE_COLUMN
substitute undefined values in department by mean,FILL_NA
fill empty values in city using average,FILL_NA
make quantity between 0 and 1,NORMALIZE_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
bring price to range 0 and 1,NORMALIZE_COLUMN
please handle null values for gender with average,FILL_NA
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
help me to update department type to float,TYPE_CAST
kindly normalize score,NORMALIZE_COLUMN
exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
help me to quantity standardization,STANDARDIZE_COLUMN
I need to ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
help me to trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
status should be int,TYPE_CAST
could you map gender categories to numbers,LABEL_ENCODE_COLUMN
map city categories to numbers,LABEL_ENCODE_COLUMN
could you encode categories in city as integers,LABEL_ENCODE_COLUMN
I want to cast status as int,TYPE_CAST
could you apply median imputation on department,FILL_NA
z-score normalize experience,STANDARDIZE_COLUMN
city fill missing with average,FILL_NA
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
perform normalization on salary,NORMALIZE_COLUMN
please department convert to string,TYPE_CAST
I want to convert categorical values in department to labels,LABEL_ENCODE_COLUMN
set category datatype as integer,TYPE_CAST
help me to category fill missing with most common value,FILL_NA
impute empty entries in status using most frequent value,FILL_NA
kindly update category type to int,TYPE_CAST
standard scale income,STANDARDIZE_COLUMN
handle blank values for category with median,FILL_NA
help me to exclude gender column,DROP_COLUMN
cast department as int,TYPE_CAST
kindly remove duplicate rows,REMOVE_DUPLICATES_ROWS
convert age to z scores,STANDARDIZE_COLUMN
remove the country feature,DROP_COLUMN
could you encode categories in department as integers,LABEL_ENCODE_COLUMN
salary standardization,STANDARDIZE_COLUMN
typecast status into float,TYPE_CAST
help me to drop extreme score,REMOVE_OUTLIERS_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
I need to apply min max scaling to income,NORMALIZE_COLUMN
apply feature scaling to quantity,NORMALIZE_COLUMN
drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
help me to map department categories to numbers,LABEL_ENCODE_COLUMN
I want to encode categories in category as integers,LABEL_ENCODE_COLUMN
clean outliers from experience,REMOVE_OUTLIERS_COLUMN
income remove outliers,REMOVE_OUTLIERS_COLUMN
I want to get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
I need to remove gender attribute completely,DROP_COLUMN
delete gender from the dataset,DROP_COLUMN
I want to clean duplicates,REMOVE_DUPLICATES_ROWS
scale salary between 0 and 1,NORMALIZE_COLUMN
exclude department column,DROP_COLUMN
bring income to range 0 and 1,NORMALIZE_COLUMN
remove outliers in income,REMOVE_OUTLIERS_COLUMN
can you no duplicate rows,REMOVE_DUPLICATES_ROWS
can you make dataset unique,REMOVE_DUPLICATES_ROWS
can you exclude abnormal experience values,REMOVE_OUTLIERS_COLUMN
I want to convert category to numbers,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
remove extreme experience values,REMOVE_OUTLIERS_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
can you status convert to string,TYPE_CAST
help me to resolve NaN issue in status,FILL_NA
could you normalize rating,NORMALIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
erase category,DROP_COLUMN
typecast status into integer,TYPE_CAST
help me to perform standard scaling on experience,STANDARDIZE_COLUMN
erase department,DROP_COLUMN
can you replace null data in category with median,FILL_NA
normalize salary,NORMALIZE_COLUMN
eliminate column named gender,DROP_COLUMN
replace all unknown in gender by most common value,FILL_NA
drop column country,DROP_COLUMN
min max normalize score,NORMALIZE_COLUMN
I need to detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
could you standard scale price,STANDARDIZE_COLUMN
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
help me to income normalization,NORMALIZE_COLUMN
I need to apply min max scaling to price,NORMALIZE_COLUMN
could you apply min max scaling to price,NORMALIZE_COLUMN
help me to eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
I want to normalize income,NORMALIZE_COLUMN
turn department into string,TYPE_CAST
I want to take out category,DROP_COLUMN
standardize the values of experience,STANDARDIZE_COLUMN
transform department into string type,TYPE_CAST
perform missing value imputation on department using mean,FILL_NA
help me to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
kindly convert income to z scores,STANDARDIZE_COLUMN
omit country field,DROP_COLUMN
I need to discard the department field,DROP_COLUMN
standardize experience,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
apply mean imputation on status,FILL_NA
I want to get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
omit city field,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
quantity standardization,STANDARDIZE_COLUMN
can you update department type to float,TYPE_CAST
drop city,DROP_COLUMN
please filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
can you detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
kindly encode categories in category as integers,LABEL_ENCODE_COLUMN
bring rating to range 0 and 1,NORMALIZE_COLUMN
can you drop all duplicates,REMOVE_DUPLICATES_ROWS
use mean strategy to treat undefined values in department,FILL_NA
I want to impute NaN entries in gender using median,FILL_NA
kindly remove status attribute completely,DROP_COLUMN
department remove,DROP_COLUMN
z-score normalize experience,STANDARDIZE_COLUMN
turn city into integer,TYPE_CAST
help me to transform income to zero mean and unit variance,STANDARDIZE_COLUMN
rescale income using min max normalization,NORMALIZE_COLUMN
use mean strategy to treat missing values in gender,FILL_NA
rescale price using min max normalization,NORMALIZE_COLUMN
omit city field,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
make status a string column,TYPE_CAST
I need to drop gender,DROP_COLUMN
standardize salary,STANDARDIZE_COLUMN
substitute empty values in country by average,FILL_NA
apply label encoding to city,LABEL_ENCODE_COLUMN
help me to apply z score normalization to experience,STANDARDIZE_COLUMN
rating remove outliers,REMOVE_OUTLIERS_COLUMN
can you convert gender to string,TYPE_CAST
drop all duplicates,REMOVE_DUPLICATES_ROWS
encode country,LABEL_ENCODE_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
category delete,DROP_COLUMN
normalize experience,NORMALIZE_COLUMN
take out category,DROP_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
category should be string,TYPE_CAST
please transform department using label encoder,LABEL_ENCODE_COLUMN
please perform missing value imputation on gender using average,FILL_NA
can you bring quantity to range 0 and 1,NORMALIZE_COLUMN
income remove outliers,REMOVE_OUTLIERS_COLUMN
can you convert city into numeric labels,LABEL_ENCODE_COLUMN
please change data type of category to float,TYPE_CAST
I want to remove row duplicates,REMOVE_DUPLICATES_ROWS
can you set city datatype as float,TYPE_CAST
perform normalization on quantity,NORMALIZE_COLUMN
status delete,DROP_COLUMN
I want to no duplicate rows,REMOVE_DUPLICATES_ROWS
apply most frequent value imputation on city,FILL_NA
cast status as integer,TYPE_CAST
could you status label encoding,LABEL_ENCODE_COLUMN
city delete,DROP_COLUMN
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
please clean duplicates,REMOVE_DUPLICATES_ROWS
no duplicate rows,REMOVE_DUPLICATES_ROWS
I want to remove row duplicates,REMOVE_DUPLICATES_ROWS
drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
exclude abnormal score values,REMOVE_OUTLIERS_COLUMN
drop anomalous data points in price,REMOVE_OUTLIERS_COLUMN
label encode gender,LABEL_ENCODE_COLUMN
kindly label encode department,LABEL_ENCODE_COLUMN
map category categories to numbers,LABEL_ENCODE_COLUMN
standardize the values of income,STANDARDIZE_COLUMN
can you convert quantity to 0-1 range,NORMALIZE_COLUMN
I want to remove extreme experience values,REMOVE_OUTLIERS_COLUMN
help me to omit department field,DROP_COLUMN
clean duplicates,REMOVE_DUPLICATES_ROWS
apply min max scaling to experience,NORMALIZE_COLUMN
"rescale income to [0,1]",NORMALIZE_COLUMN
"rescale score to [0,1]",NORMALIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
convert country to string,TYPE_CAST
I want to convert age to z scores,STANDARDIZE_COLUMN
can you remove category attribute completely,DROP_COLUMN
"could you rescale age to [0,1]",NORMALIZE_COLUMN
discard the department field,DROP_COLUMN
change data type of status to float,TYPE_CAST
fix null values in department with mean,FILL_NA
keep only unique rows,REMOVE_DUPLICATES_ROWS
clean duplicates,REMOVE_DUPLICATES_ROWS
exclude abnormal salary values,REMOVE_OUTLIERS_COLUMN
remove extreme salary values,REMOVE_OUTLIERS_COLUMN
please convert gender into numeric labels,LABEL_ENCODE_COLUMN
discard the country field,DROP_COLUMN
help me to perform standard scaling on salary,STANDARDIZE_COLUMN
help me to fix blank values in gender with mean,FILL_NA
"can you rescale score to [0,1]",NORMALIZE_COLUMN
get rid of outliers in salary,REMOVE_OUTLIERS_COLUMN
can you apply min max scaling to score,NORMALIZE_COLUMN
perform normalization on income,NORMALIZE_COLUMN
assign labels to status,LABEL_ENCODE_COLUMN
convert age to z scores,STANDARDIZE_COLUMN
I need to remove the category feature,DROP_COLUMN
I need to trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
I want to get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
apply standard scaler to income,STANDARDIZE_COLUMN
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
assign labels to gender,LABEL_ENCODE_COLUMN
substitute undefined values in country by mean,FILL_NA
label encode country,LABEL_ENCODE_COLUMN
clean unknown data in status using median,FILL_NA
drop city,DROP_COLUMN
apply z score normalization to rating,STANDARDIZE_COLUMN
perform normalization on income,NORMALIZE_COLUMN
please z-score normalize experience,STANDARDIZE_COLUMN
average imputation for city,FILL_NA
drop all duplicates,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
transform gender into string type,TYPE_CAST
encode city,LABEL_ENCODE_COLUMN
kindly z-score normalize age,STANDARDIZE_COLUMN
rescale score using min max normalization,NORMALIZE_COLUMN
apply min max scaling to income,NORMALIZE_COLUMN
could you change city into integer,TYPE_CAST
perform missing value imputation on country using median,FILL_NA
kindly clean outliers from salary,REMOVE_OUTLIERS_COLUMN
remove extreme price values,REMOVE_OUTLIERS_COLUMN
convert department to numbers,LABEL_ENCODE_COLUMN
transform country into string type,TYPE_CAST
could you category encode,LABEL_ENCODE_COLUMN
get rid of outliers in salary,REMOVE_OUTLIERS_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
kindly apply standard scaler to score,STANDARDIZE_COLUMN
status convert to integer,TYPE_CAST
standardize age,STANDARDIZE_COLUMN
fill na in department using average,FILL_NA
can you transform city into string type,TYPE_CAST
please rescale quantity using min max normalization,NORMALIZE_COLUMN
transform department using label encoder,LABEL_ENCODE_COLUMN
drop status,DROP_COLUMN
kindly convert city to int,TYPE_CAST
handle blank values for category with mean,FILL_NA
I need to country label encoding,LABEL_ENCODE_COLUMN
typecast gender into string,TYPE_CAST
z score scale quantity,STANDARDIZE_COLUMN
please get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
I want to resolve unknown issue in country,FILL_NA
take out category,DROP_COLUMN
replace missing data in country with median,FILL_NA
drop extreme salary,REMOVE_OUTLIERS_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
help me to remove the department feature,DROP_COLUMN
I need to convert department to numbers,LABEL_ENCODE_COLUMN
please resolve missing issue in gender,FILL_NA
can you omit category field,DROP_COLUMN
scale income between 0 and 1,NORMALIZE_COLUMN
turn category into int,TYPE_CAST
salary normalization,NORMALIZE_COLUMN
fill null values in country using mean,FILL_NA
drop extreme price,REMOVE_OUTLIERS_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
could you min max normalize score,NORMALIZE_COLUMN
quantity remove outliers,REMOVE_OUTLIERS_COLUMN
make price between 0 and 1,NORMALIZE_COLUMN
I need to apply feature scaling to rating,NORMALIZE_COLUMN
kindly transform country into float type,TYPE_CAST
I want to perform missing value imputation on country using mode,FILL_NA
perform normalization on age,NORMALIZE_COLUMN
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
could you encode categories in category as integers,LABEL_ENCODE_COLUMN
normalize rating,NORMALIZE_COLUMN
please experience normalization,NORMALIZE_COLUMN
standardize the values of quantity,STANDARDIZE_COLUMN
scale experience between 0 and 1,NORMALIZE_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
use mean strategy to treat null values in status,FILL_NA
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
drop category,DROP_COLUMN
can you eliminate column named gender,DROP_COLUMN
resolve unknown issue in gender,FILL_NA
income normalization,NORMALIZE_COLUMN
take out status,DROP_COLUMN
clean undefined data in city using mode,FILL_NA
can you status fill missing with most frequent value,FILL_NA
help me to drop all duplicates,REMOVE_DUPLICATES_ROWS
convert department to numbers,LABEL_ENCODE_COLUMN
change status into string,TYPE_CAST
apply feature scaling to rating,NORMALIZE_COLUMN
I need to gender convert to string,TYPE_CAST
get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
set country datatype as integer,TYPE_CAST
drop city,DROP_COLUMN
I need to exclude department column,DROP_COLUMN
help me to perform standard scaling on age,STANDARDIZE_COLUMN
perform normalization on age,NORMALIZE_COLUMN
help me to resolve NaN issue in gender,FILL_NA
help me to normalize experience,NORMALIZE_COLUMN
can you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
convert city to numbers,LABEL_ENCODE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
z-score normalize quantity,STANDARDIZE_COLUMN
fix empty values in city with most frequent value,FILL_NA
country remove,DROP_COLUMN
help me to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to remove extreme score values,REMOVE_OUTLIERS_COLUMN
I need to standard scale salary,STANDARDIZE_COLUMN
help me to label encode country,LABEL_ENCODE_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
could you convert city into numeric labels,LABEL_ENCODE_COLUMN
standardize rating,STANDARDIZE_COLUMN
apply standard scaler to quantity,STANDARDIZE_COLUMN
department should be float,TYPE_CAST
help me to update country type to integer,TYPE_CAST
can you apply z score normalization to score,STANDARDIZE_COLUMN
omit gender field,DROP_COLUMN
help me to department fill missing with average,FILL_NA
apply feature scaling to quantity,NORMALIZE_COLUMN
transform department into string type,TYPE_CAST
salary remove outliers,REMOVE_OUTLIERS_COLUMN
apply min max scaling to price,NORMALIZE_COLUMN
can you replace all missing in category by most common value,FILL_NA
age standardization,STANDARDIZE_COLUMN
I need to transform gender into string type,TYPE_CAST
apply label encoding to city,LABEL_ENCODE_COLUMN
please exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
erase city,DROP_COLUMN
"rescale score to [0,1]",NORMALIZE_COLUMN
kindly delete gender from the dataset,DROP_COLUMN
can you perform missing value imputation on department using most frequent value,FILL_NA
rescale rating using min max normalization,NORMALIZE_COLUMN
take out category,DROP_COLUMN
min max normalize score,NORMALIZE_COLUMN
please erase gender,DROP_COLUMN
replace all empty in status by mean,FILL_NA
price remove outliers,REMOVE_OUTLIERS_COLUMN
please scale rating between 0 and 1,NORMALIZE_COLUMN
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
z score scale income,STANDARDIZE_COLUMN
category convert to string,TYPE_CAST
could you get rid of duplicate rows,REMOVE_DUPLICATES_ROWS
I want to convert age to 0-1 range,NORMALIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
apply z score normalization to salary,STANDARDIZE_COLUMN
standardize the values of salary,STANDARDIZE_COLUMN
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
please perform normalization on rating,NORMALIZE_COLUMN
apply z score normalization to income,STANDARDIZE_COLUMN
please make dataset unique,REMOVE_DUPLICATES_ROWS
change data type of country to float,TYPE_CAST
can you convert country to numbers,LABEL_ENCODE_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
transform status into float type,TYPE_CAST
no duplicate rows,REMOVE_DUPLICATES_ROWS
replace empty data in city with median,FILL_NA
can you apply min max scaling to rating,NORMALIZE_COLUMN
help me to substitute null values in gender by median,FILL_NA
perform missing value imputation on department using median,FILL_NA
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
can you gender remove,DROP_COLUMN
can you drop category,DROP_COLUMN
remove outliers in age,REMOVE_OUTLIERS_COLUMN
help me to z score scale experience,STANDARDIZE_COLUMN
apply z score normalization to salary,STANDARDIZE_COLUMN
delete city from the dataset,DROP_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
label encode country,LABEL_ENCODE_COLUMN
turn status into integer,TYPE_CAST
