sentence,intent
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
please set gender datatype as float,TYPE_CAST
use average strategy to treat null values in city,FILL_NA
clean duplicate observations,REMOVE_DUPLICATES_ROWS
please typecast status into integer,TYPE_CAST
kindly ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
I want to detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
apply z score normalization to rating,STANDARDIZE_COLUMN
I need to remove redundant rows,REMOVE_DUPLICATES_ROWS
kindly scale age between 0 and 1,NORMALIZE_COLUMN
could you impute blank entries in category using most frequent value,FILL_NA
remove the status feature,DROP_COLUMN
typecast country into float,TYPE_CAST
I need to cast department as string,TYPE_CAST
remove country attribute completely,DROP_COLUMN
substitute missing values in status by most common value,FILL_NA
remove redundant rows,REMOVE_DUPLICATES_ROWS
convert categorical values in city to labels,LABEL_ENCODE_COLUMN
convert categorical values in category to labels,LABEL_ENCODE_COLUMN
impute undefined entries in city using mode,FILL_NA
set category datatype as string,TYPE_CAST
I need to remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform missing value imputation on country using median,FILL_NA
I need to z-score normalize income,STANDARDIZE_COLUMN
fill unknown values in city using most frequent value,FILL_NA
convert category into numeric labels,LABEL_ENCODE_COLUMN
can you delete repeated records,REMOVE_DUPLICATES_ROWS
convert category into numeric labels,LABEL_ENCODE_COLUMN
set city datatype as int,TYPE_CAST
drop column gender,DROP_COLUMN
transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
help me to remove gender attribute completely,DROP_COLUMN
fill null values in department using most common value,FILL_NA
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
typecast city into int,TYPE_CAST
delete city from the dataset,DROP_COLUMN
I want to perform standard scaling on age,STANDARDIZE_COLUMN
can you apply label encoding to status,LABEL_ENCODE_COLUMN
perform missing value imputation on gender using most common value,FILL_NA
remove duplicate rows,REMOVE_DUPLICATES_ROWS
kindly set country datatype as integer,TYPE_CAST
perform standard scaling on income,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
standardize the values of income,STANDARDIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
help me to filter extreme values from score,REMOVE_OUTLIERS_COLUMN
standardize the values of age,STANDARDIZE_COLUMN
could you remove duplicate rows,REMOVE_DUPLICATES_ROWS
I want to discard the gender field,DROP_COLUMN
I need to encode categories in gender as integers,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly substitute unknown values in gender by mode,FILL_NA
make country a string column,TYPE_CAST
please replace blank data in status with average,FILL_NA
transform gender using label encoder,LABEL_ENCODE_COLUMN
transform city into string type,TYPE_CAST
remove the gender feature,DROP_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
exclude city column,DROP_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
help me to trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
convert country into numeric labels,LABEL_ENCODE_COLUMN
I need to make city a int column,TYPE_CAST
eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
can you discard the country field,DROP_COLUMN
can you cast category as integer,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you map gender categories to numbers,LABEL_ENCODE_COLUMN
change data type of category to integer,TYPE_CAST
use mode strategy to treat null values in status,FILL_NA
could you drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
please scale salary between 0 and 1,NORMALIZE_COLUMN
help me to handle null values for status with median,FILL_NA
kindly remove gender attribute completely,DROP_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
convert quantity to 0-1 range,NORMALIZE_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
impute empty entries in country using most frequent value,FILL_NA
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
help me to handle missing values for status with most frequent value,FILL_NA
transform city into int type,TYPE_CAST
kindly remove the gender feature,DROP_COLUMN
I need to z-score normalize price,STANDARDIZE_COLUMN
please clean duplicate observations,REMOVE_DUPLICATES_ROWS
kindly perform missing value imputation on department using most frequent value,FILL_NA
discard the department field,DROP_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
convert age to 0-1 range,NORMALIZE_COLUMN
can you convert quantity to 0-1 range,NORMALIZE_COLUMN
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
I want to label encode department,LABEL_ENCODE_COLUMN
could you remove the country feature,DROP_COLUMN
cast category as integer,TYPE_CAST
discard the category field,DROP_COLUMN
apply mean imputation on country,FILL_NA
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
I want to cast country as integer,TYPE_CAST
exclude country column,DROP_COLUMN
I want to eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
perform standard scaling on price,STANDARDIZE_COLUMN
I want to scale quantity between 0 and 1,NORMALIZE_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
replace blank data in gender with median,FILL_NA
can you apply mean imputation on country,FILL_NA
eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
can you rescale score using min max normalization,NORMALIZE_COLUMN
apply standard scaler to salary,STANDARDIZE_COLUMN
drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
could you exclude gender column,DROP_COLUMN
remove outliers in rating,REMOVE_OUTLIERS_COLUMN
help me to map city categories to numbers,LABEL_ENCODE_COLUMN
could you change data type of country to float,TYPE_CAST
help me to standardize the values of score,STANDARDIZE_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
drop column city,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
please cast category as float,TYPE_CAST
I need to substitute unknown values in city by median,FILL_NA
I want to eliminate column named category,DROP_COLUMN
can you apply min max scaling to salary,NORMALIZE_COLUMN
I want to standardize the values of salary,STANDARDIZE_COLUMN
discard the category field,DROP_COLUMN
I want to transform category into float type,TYPE_CAST
please exclude gender column,DROP_COLUMN
convert rating to 0-1 range,NORMALIZE_COLUMN
could you z-score normalize salary,STANDARDIZE_COLUMN
please transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
z-score normalize experience,STANDARDIZE_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
I want to clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
trim extreme observations in income,REMOVE_OUTLIERS_COLUMN
standardize the values of score,STANDARDIZE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
apply min max scaling to income,NORMALIZE_COLUMN
I need to apply mean imputation on department,FILL_NA
change data type of status to integer,TYPE_CAST
help me to eliminate column named city,DROP_COLUMN
kindly use median strategy to treat empty values in department,FILL_NA
convert status into numeric labels,LABEL_ENCODE_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
cast country as float,TYPE_CAST
trim extreme observations in salary,REMOVE_OUTLIERS_COLUMN
I need to apply feature scaling to age,NORMALIZE_COLUMN
eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
I want to z-score normalize quantity,STANDARDIZE_COLUMN
eliminate abnormal values in salary,REMOVE_OUTLIERS_COLUMN
change data type of country to integer,TYPE_CAST
eliminate column named status,DROP_COLUMN
convert city to string,TYPE_CAST
I want to perform standard scaling on income,STANDARDIZE_COLUMN
help me to apply feature scaling to quantity,NORMALIZE_COLUMN
apply label encoding to gender,LABEL_ENCODE_COLUMN
delete category from the dataset,DROP_COLUMN
change data type of country to string,TYPE_CAST
can you remove the department feature,DROP_COLUMN
eliminate column named status,DROP_COLUMN
exclude status column,DROP_COLUMN
convert country to int,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform normalization on income,NORMALIZE_COLUMN
please perform standard scaling on price,STANDARDIZE_COLUMN
encode categories in department as integers,LABEL_ENCODE_COLUMN
could you drop column gender,DROP_COLUMN
can you cast department as float,TYPE_CAST
I need to detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
can you trim extreme observations in age,REMOVE_OUTLIERS_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
standardize quantity,STANDARDIZE_COLUMN
could you label encode category,LABEL_ENCODE_COLUMN
I need to drop anomalous data points in salary,REMOVE_OUTLIERS_COLUMN
could you transform category into string type,TYPE_CAST
apply standard scaler to score,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
I want to drop anomalous data points in salary,REMOVE_OUTLIERS_COLUMN
can you remove duplicate rows,REMOVE_DUPLICATES_ROWS
typecast country into int,TYPE_CAST
encode categories in department as integers,LABEL_ENCODE_COLUMN
detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
convert country to string,TYPE_CAST
rescale score using min max normalization,NORMALIZE_COLUMN
can you perform standard scaling on quantity,STANDARDIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
please standardize the values of price,STANDARDIZE_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
eliminate abnormal values in rating,REMOVE_OUTLIERS_COLUMN
help me to perform standard scaling on age,STANDARDIZE_COLUMN
could you apply feature scaling to income,NORMALIZE_COLUMN
could you detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
convert status to integer,TYPE_CAST
please ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
remove outliers in salary,REMOVE_OUTLIERS_COLUMN
remove the city feature,DROP_COLUMN
convert categorical values in category to labels,LABEL_ENCODE_COLUMN
could you substitute undefined values in country by mean,FILL_NA
scale price between 0 and 1,NORMALIZE_COLUMN
kindly replace empty data in country with most frequent value,FILL_NA
please scale experience between 0 and 1,NORMALIZE_COLUMN
please apply average imputation on status,FILL_NA
remove outliers in experience,REMOVE_OUTLIERS_COLUMN
help me to delete repeated records,REMOVE_DUPLICATES_ROWS
drop anomalous data points in salary,REMOVE_OUTLIERS_COLUMN
change data type of status to float,TYPE_CAST
could you remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you convert country to string,TYPE_CAST
could you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
replace undefined data in status with most common value,FILL_NA
apply min max scaling to experience,NORMALIZE_COLUMN
could you convert categorical values in status to labels,LABEL_ENCODE_COLUMN
I need to change data type of city to integer,TYPE_CAST
kindly drop column gender,DROP_COLUMN
apply z score normalization to salary,STANDARDIZE_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
please convert categorical values in status to labels,LABEL_ENCODE_COLUMN
apply min max scaling to income,NORMALIZE_COLUMN
can you apply label encoding to country,LABEL_ENCODE_COLUMN
can you apply feature scaling to income,NORMALIZE_COLUMN
discard the department field,DROP_COLUMN
remove category attribute completely,DROP_COLUMN
transform status using label encoder,LABEL_ENCODE_COLUMN
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
I need to transform status into string type,TYPE_CAST
apply z score normalization to income,STANDARDIZE_COLUMN
standardize income,STANDARDIZE_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
apply feature scaling to income,NORMALIZE_COLUMN
please transform status into float type,TYPE_CAST
detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
typecast gender into string,TYPE_CAST
remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform normalization on salary,NORMALIZE_COLUMN
can you transform score to zero mean and unit variance,STANDARDIZE_COLUMN
exclude category column,DROP_COLUMN
map category categories to numbers,LABEL_ENCODE_COLUMN
apply z score normalization to age,STANDARDIZE_COLUMN
kindly exclude country column,DROP_COLUMN
please perform normalization on income,NORMALIZE_COLUMN
standardize salary,STANDARDIZE_COLUMN
replace unknown data in country with median,FILL_NA
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
use mean strategy to treat null values in city,FILL_NA
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
clean outliers from price,REMOVE_OUTLIERS_COLUMN
kindly apply standard scaler to quantity,STANDARDIZE_COLUMN
please standardize income,STANDARDIZE_COLUMN
can you apply median imputation on department,FILL_NA
drop column country,DROP_COLUMN
please perform normalization on experience,NORMALIZE_COLUMN
convert quantity to 0-1 range,NORMALIZE_COLUMN
kindly exclude status column,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
help me to remove duplicate rows,REMOVE_DUPLICATES_ROWS
kindly apply standard scaler to salary,STANDARDIZE_COLUMN
can you set country datatype as string,TYPE_CAST
clean outliers from salary,REMOVE_OUTLIERS_COLUMN
I need to drop all duplicates,REMOVE_DUPLICATES_ROWS
help me to remove city attribute completely,DROP_COLUMN
I want to convert gender to float,TYPE_CAST
apply z score normalization to income,STANDARDIZE_COLUMN
could you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
exclude category column,DROP_COLUMN
exclude category column,DROP_COLUMN
typecast country into float,TYPE_CAST
perform missing value imputation on status using most frequent value,FILL_NA
could you apply label encoding to country,LABEL_ENCODE_COLUMN
apply standard scaler to experience,STANDARDIZE_COLUMN
perform normalization on price,NORMALIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
I need to eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
perform normalization on age,NORMALIZE_COLUMN
normalize age,NORMALIZE_COLUMN
can you remove the gender feature,DROP_COLUMN
remove outliers in price,REMOVE_OUTLIERS_COLUMN
scale salary between 0 and 1,NORMALIZE_COLUMN
please convert categorical values in category to labels,LABEL_ENCODE_COLUMN
help me to apply feature scaling to age,NORMALIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
impute empty entries in category using median,FILL_NA
impute blank entries in city using median,FILL_NA
help me to trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
delete gender from the dataset,DROP_COLUMN
apply standard scaler to income,STANDARDIZE_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
I need to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
eliminate column named country,DROP_COLUMN
please replace NaN data in country with median,FILL_NA
could you perform normalization on quantity,NORMALIZE_COLUMN
I want to rescale age using min max normalization,NORMALIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
apply label encoding to department,LABEL_ENCODE_COLUMN
convert categorical values in department to labels,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly exclude department column,DROP_COLUMN
normalize age,NORMALIZE_COLUMN
help me to convert experience to 0-1 range,NORMALIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you map country categories to numbers,LABEL_ENCODE_COLUMN
convert age to 0-1 range,NORMALIZE_COLUMN
drop anomalous data points in score,REMOVE_OUTLIERS_COLUMN
I want to eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
I need to map city categories to numbers,LABEL_ENCODE_COLUMN
apply z score normalization to salary,STANDARDIZE_COLUMN
rescale income using min max normalization,NORMALIZE_COLUMN
discard the category field,DROP_COLUMN
label encode department,LABEL_ENCODE_COLUMN
eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
can you convert gender into numeric labels,LABEL_ENCODE_COLUMN
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
please convert price to 0-1 range,NORMALIZE_COLUMN
I want to apply label encoding to status,LABEL_ENCODE_COLUMN
can you apply label encoding to status,LABEL_ENCODE_COLUMN
convert income to 0-1 range,NORMALIZE_COLUMN
scale quantity between 0 and 1,NORMALIZE_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
can you cast gender as string,TYPE_CAST
apply feature scaling to income,NORMALIZE_COLUMN
discard the gender field,DROP_COLUMN
I want to eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
map city categories to numbers,LABEL_ENCODE_COLUMN
clean outliers from experience,REMOVE_OUTLIERS_COLUMN
remove the city feature,DROP_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
I need to scale rating between 0 and 1,NORMALIZE_COLUMN
fill NaN values in country using mode,FILL_NA
exclude category column,DROP_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
help me to scale salary between 0 and 1,NORMALIZE_COLUMN
apply feature scaling to salary,NORMALIZE_COLUMN
kindly apply feature scaling to score,NORMALIZE_COLUMN
help me to rescale experience using min max normalization,NORMALIZE_COLUMN
exclude country column,DROP_COLUMN
convert country to string,TYPE_CAST
could you scale age between 0 and 1,NORMALIZE_COLUMN
help me to encode categories in city as integers,LABEL_ENCODE_COLUMN
could you standardize the values of rating,STANDARDIZE_COLUMN
standardize score,STANDARDIZE_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
standardize income,STANDARDIZE_COLUMN
apply z score normalization to experience,STANDARDIZE_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
please map category categories to numbers,LABEL_ENCODE_COLUMN
trim extreme observations in quantity,REMOVE_OUTLIERS_COLUMN
cast country as int,TYPE_CAST
could you remove the status feature,DROP_COLUMN
apply min max scaling to age,NORMALIZE_COLUMN
I need to cast status as string,TYPE_CAST
I want to eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
transform city using label encoder,LABEL_ENCODE_COLUMN
kindly change data type of department to float,TYPE_CAST
handle undefined values for category with most common value,FILL_NA
I want to normalize salary,NORMALIZE_COLUMN
drop column gender,DROP_COLUMN
please apply standard scaler to price,STANDARDIZE_COLUMN
I want to eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
can you standardize income,STANDARDIZE_COLUMN
please detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
convert age to 0-1 range,NORMALIZE_COLUMN
apply label encoding to status,LABEL_ENCODE_COLUMN
I need to apply z score normalization to age,STANDARDIZE_COLUMN
clean outliers from rating,REMOVE_OUTLIERS_COLUMN
drop column category,DROP_COLUMN
z-score normalize experience,STANDARDIZE_COLUMN
transform gender into int type,TYPE_CAST
can you filter extreme values from score,REMOVE_OUTLIERS_COLUMN
apply most frequent value imputation on category,FILL_NA
typecast gender into int,TYPE_CAST
please convert gender into numeric labels,LABEL_ENCODE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
kindly z-score normalize rating,STANDARDIZE_COLUMN
apply z score normalization to price,STANDARDIZE_COLUMN
kindly normalize salary,NORMALIZE_COLUMN
can you typecast category into integer,TYPE_CAST
can you label encode department,LABEL_ENCODE_COLUMN
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
set category datatype as integer,TYPE_CAST
apply min max scaling to experience,NORMALIZE_COLUMN
I want to map gender categories to numbers,LABEL_ENCODE_COLUMN
apply standard scaler to quantity,STANDARDIZE_COLUMN
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
please make gender a int column,TYPE_CAST
transform department into string type,TYPE_CAST
kindly discard the country field,DROP_COLUMN
exclude department column,DROP_COLUMN
apply z score normalization to experience,STANDARDIZE_COLUMN
convert city to int,TYPE_CAST
kindly make city a string column,TYPE_CAST
help me to typecast gender into string,TYPE_CAST
standardize age,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
typecast country into int,TYPE_CAST
apply min max scaling to price,NORMALIZE_COLUMN
perform standard scaling on experience,STANDARDIZE_COLUMN
could you label encode gender,LABEL_ENCODE_COLUMN
apply label encoding to category,LABEL_ENCODE_COLUMN
help me to apply standard scaler to salary,STANDARDIZE_COLUMN
change data type of department to int,TYPE_CAST
trim extreme observations in price,REMOVE_OUTLIERS_COLUMN
convert status to integer,TYPE_CAST
I need to set city datatype as float,TYPE_CAST
typecast gender into string,TYPE_CAST
convert quantity to 0-1 range,NORMALIZE_COLUMN
remove department attribute completely,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
change data type of category to float,TYPE_CAST
label encode country,LABEL_ENCODE_COLUMN
substitute undefined values in city by median,FILL_NA
remove redundant rows,REMOVE_DUPLICATES_ROWS
could you convert category to integer,TYPE_CAST
trim extreme observations in rating,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
label encode department,LABEL_ENCODE_COLUMN
I need to impute null entries in country using mode,FILL_NA
map city categories to numbers,LABEL_ENCODE_COLUMN
perform normalization on price,NORMALIZE_COLUMN
eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
can you apply min max scaling to income,NORMALIZE_COLUMN
could you perform normalization on income,NORMALIZE_COLUMN
I want to discard the status field,DROP_COLUMN
remove outliers in quantity,REMOVE_OUTLIERS_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
I need to perform standard scaling on score,STANDARDIZE_COLUMN
could you eliminate column named gender,DROP_COLUMN
could you clean duplicate observations,REMOVE_DUPLICATES_ROWS
cast department as int,TYPE_CAST
delete country from the dataset,DROP_COLUMN
filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
replace null data in gender with most frequent value,FILL_NA
remove the country feature,DROP_COLUMN
perform standard scaling on quantity,STANDARDIZE_COLUMN
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
apply standard scaler to price,STANDARDIZE_COLUMN
replace missing data in city with most frequent value,FILL_NA
kindly convert salary to 0-1 range,NORMALIZE_COLUMN
discard the country field,DROP_COLUMN
apply label encoding to city,LABEL_ENCODE_COLUMN
typecast status into float,TYPE_CAST
perform normalization on age,NORMALIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you cast gender as int,TYPE_CAST
help me to apply z score normalization to salary,STANDARDIZE_COLUMN
discard the gender field,DROP_COLUMN
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
perform standard scaling on age,STANDARDIZE_COLUMN
use average strategy to treat blank values in department,FILL_NA
I want to remove outliers in income,REMOVE_OUTLIERS_COLUMN
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
typecast gender into integer,TYPE_CAST
kindly transform country using label encoder,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
use median strategy to treat undefined values in gender,FILL_NA
drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
I need to remove duplicate rows,REMOVE_DUPLICATES_ROWS
perform normalization on age,NORMALIZE_COLUMN
apply feature scaling to score,NORMALIZE_COLUMN
I need to fill empty values in gender using mode,FILL_NA
can you standardize price,STANDARDIZE_COLUMN
impute missing entries in city using mode,FILL_NA
perform standard scaling on score,STANDARDIZE_COLUMN
replace undefined data in status with average,FILL_NA
handle unknown values for status with median,FILL_NA
drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
encode categories in city as integers,LABEL_ENCODE_COLUMN
kindly eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
replace missing data in status with median,FILL_NA
could you drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
I need to convert categorical values in status to labels,LABEL_ENCODE_COLUMN
I want to apply label encoding to category,LABEL_ENCODE_COLUMN
I need to perform standard scaling on income,STANDARDIZE_COLUMN
help me to rescale rating using min max normalization,NORMALIZE_COLUMN
kindly apply label encoding to city,LABEL_ENCODE_COLUMN
help me to remove the gender feature,DROP_COLUMN
can you apply label encoding to category,LABEL_ENCODE_COLUMN
please discard the department field,DROP_COLUMN
can you remove redundant rows,REMOVE_DUPLICATES_ROWS
apply z score normalization to age,STANDARDIZE_COLUMN
fill null values in status using median,FILL_NA
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
kindly detect and remove outliers for rating,REMOVE_OUTLIERS_COLUMN
substitute undefined values in gender by average,FILL_NA
remove city attribute completely,DROP_COLUMN
kindly eliminate column named city,DROP_COLUMN
I need to apply z score normalization to experience,STANDARDIZE_COLUMN
remove the department feature,DROP_COLUMN
help me to eliminate abnormal values in income,REMOVE_OUTLIERS_COLUMN
substitute empty values in city by median,FILL_NA
could you apply feature scaling to experience,NORMALIZE_COLUMN
replace blank data in department with median,FILL_NA
set country datatype as string,TYPE_CAST
please delete repeated records,REMOVE_DUPLICATES_ROWS
can you convert categorical values in category to labels,LABEL_ENCODE_COLUMN
help me to eliminate abnormal values in age,REMOVE_OUTLIERS_COLUMN
typecast city into int,TYPE_CAST
perform standard scaling on income,STANDARDIZE_COLUMN
change data type of gender to float,TYPE_CAST
please ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
please z-score normalize age,STANDARDIZE_COLUMN
kindly typecast status into int,TYPE_CAST
impute missing entries in department using average,FILL_NA
label encode department,LABEL_ENCODE_COLUMN
drop anomalous data points in quantity,REMOVE_OUTLIERS_COLUMN
please drop column gender,DROP_COLUMN
convert department to string,TYPE_CAST
I need to cast department as string,TYPE_CAST
rescale quantity using min max normalization,NORMALIZE_COLUMN
convert status to int,TYPE_CAST
can you impute null entries in category using median,FILL_NA
transform city using label encoder,LABEL_ENCODE_COLUMN
rescale experience using min max normalization,NORMALIZE_COLUMN
apply median imputation on status,FILL_NA
I need to fill undefined values in status using mean,FILL_NA
could you discard the country field,DROP_COLUMN
I need to fill blank values in gender using most frequent value,FILL_NA
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
drop anomalous data points in price,REMOVE_OUTLIERS_COLUMN
can you apply feature scaling to rating,NORMALIZE_COLUMN
I need to label encode category,LABEL_ENCODE_COLUMN
change data type of city to float,TYPE_CAST
make country a integer column,TYPE_CAST
clean outliers from age,REMOVE_OUTLIERS_COLUMN
please detect and remove outliers for income,REMOVE_OUTLIERS_COLUMN
help me to apply feature scaling to age,NORMALIZE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
kindly standardize age,STANDARDIZE_COLUMN
drop column category,DROP_COLUMN
typecast gender into string,TYPE_CAST
please drop column department,DROP_COLUMN
apply most common value imputation on department,FILL_NA
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
delete department from the dataset,DROP_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
remove city attribute completely,DROP_COLUMN
please delete repeated records,REMOVE_DUPLICATES_ROWS
apply standard scaler to score,STANDARDIZE_COLUMN
delete department from the dataset,DROP_COLUMN
kindly remove outliers in rating,REMOVE_OUTLIERS_COLUMN
help me to standardize the values of score,STANDARDIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
cast status as string,TYPE_CAST
remove the city feature,DROP_COLUMN
remove the status feature,DROP_COLUMN
impute unknown entries in country using mean,FILL_NA
typecast gender into string,TYPE_CAST
drop all duplicates,REMOVE_DUPLICATES_ROWS
could you standardize the values of rating,STANDARDIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
I want to cast department as string,TYPE_CAST
could you normalize score,NORMALIZE_COLUMN
I want to convert categorical values in status to labels,LABEL_ENCODE_COLUMN
apply z score normalization to price,STANDARDIZE_COLUMN
kindly apply z score normalization to income,STANDARDIZE_COLUMN
apply z score normalization to age,STANDARDIZE_COLUMN
I want to perform normalization on rating,NORMALIZE_COLUMN
typecast department into integer,TYPE_CAST
drop all duplicates,REMOVE_DUPLICATES_ROWS
clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
remove department attribute completely,DROP_COLUMN
transform gender into int type,TYPE_CAST
can you delete repeated records,REMOVE_DUPLICATES_ROWS
encode categories in city as integers,LABEL_ENCODE_COLUMN
set gender datatype as integer,TYPE_CAST
help me to delete category from the dataset,DROP_COLUMN
please handle NaN values for city with average,FILL_NA
